Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Date,Month,Branch Name,Dealer Name ,Country_ID,Product_Name,Country_Name
BR1882,DLR0057,Cad-M37,1200316,2,DT00436,3/12/2018,03,Sunbeam Motors,,,,
BR1892,DLR0058,Cad-M38,3505652,1,DT00437,3/13/2018,03,Suzuki Motors,,,,
BR1902,DLR0059,Cad-M39,24586674,3,DT00438,3/14/2018,03,Tata Motors,,,,
BR1912,DLR0060,Che-M40,22304289,3,DT00439,3/15/2018,03,Tatra Motors,,,,
BR1922,DLR0061,Che-M41,3056898,3,DT00440,3/16/2018,03,Tazzari Motors,,,,
BR1932,DLR0062,Che-M42,14296038,2,DT00441,3/17/2018,03,Tesla Motors,,,,
BR1942,DLR0063,Che-M43,8672176,1,DT00442,3/18/2018,03,Tornado Motors,,,,
BR1952,DLR0065,Che-M45,15231956,2,DT00443,3/19/2018,03,Toyota Motors,,,,
BR1962,DLR0066,Che-M46,349526,1,DT00444,3/20/2018,03,Toyota India Motors,,,,
BR1972,DLR0067,Che-M47,9643727,1,DT00445,3/21/2018,03,Turner Motors,,,,
BR1982,DLR0068,Che-M48,29103405,3,DT00446,3/22/2018,03,TVR Motors,,,,
BR1992,DLR0069,Che-M49,12686360,2,DT00447,3/23/2018,03,UAZ Motors,,,,
BR2002,DLR0070,Che-M50,9927018,1,DT00448,3/24/2018,03,Vauxhall Motors,,,,
BR2012,DLR0071,Che-M51,5339272,1,DT00449,3/25/2018,03,Venturi Motors,,,,
BR2022,DLR0072,GMC-M52,16163871,3,DT00450,3/26/2018,03,Volkswagen Motors,,,,
BR2032,DLR0073,GMC-M53,20381646,3,DT00451,3/27/2018,03,Volkswagen do Brasil Motors,,,,
BR2042,DLR0075,GMC-M55,14912856,2,DT00452,3/28/2018,03,Volkswagen South Africa Motors,,,,
BR2052,DLR0077,GMC-M57,27236946,3,DT00453,3/29/2018,03,Volvo Motors,,,,
BR2062,DLR0078,GMC-M58,14665640,2,DT00454,3/30/2018,03,Westfield Motors,,,,
BR2072,DLR0079,Acu-M59,860789,1,DT00455,3/31/2018,03,Wiesmann Motors,,,,
BR2082,DLR0080,Acu-M60,23134212,3,DT00456,4/1/2018,04,Zastava Motors,,,,
BR2092,DLR0081,Acu-M61,4954303,1,DT00457,4/2/2018,04,ZAZ Motors,,,,
BR2102,DLR0083,Acu-M63,4070808,1,DT00458,4/3/2018,04,ZIL Motors,,,,
BR2112,DLR0084,Hon-M64,7780268,1,DT00459,4/4/2018,04,Audi Motors,,,,
BR2122,DLR0085,Hon-M65,4013704,2,DT00460,4/5/2018,04,DKW Motors,,,,
BR2132,DLR0086,Hon-M66,1962370,1,DT00461,4/6/2018,04,Horch Motors,,,,
BR2142,DLR0087,Hon-M67,5498931,3,DT00462,4/7/2018,04,Wanderer Motors,,,,
BR2152,DLR0088,Hon-M68,4756842,2,DT00463,4/8/2018,04,Maybach  Motors,,,,
BR2162,DLR0089,Hon-M69,24716376,3,DT00464,4/9/2018,04,Izh  Motors,,,,
BR2172,DLR0090,Hon-M70,22218969,3,DT00465,4/10/2018,04,Lagonda  Motors,,,,
BR2182,DLR0091,Hon-M71,15407670,3,DT00466,4/11/2018,04,MG  Motors,,,,
BR2192,DLR0092,Hyu-M72,18149337,3,DT00467,4/12/2018,04,Morris  Motors,,,,
BR2202,DLR0093,Hyu-M73,23853315,3,DT00468,4/13/2018,04,Austin  Motors,,,,
BR2212,DLR0094,Hyu-M74,28091703,3,DT00469,4/14/2018,04,Riley  Motors,,,,
BR2222,DLR0095,Hyu-M75,982629,1,DT00470,4/15/2018,04,Wolseley  Motors,,,,
BR2232,DLR0096,Kia-M76,5204886,2,DT00471,4/16/2018,04,Standard  Motors,,,,
BR2242,DLR0097,Kia-M77,3290799,3,DT00472,4/17/2018,04,Talbot  Motors,,,,
BR2252,DLR0098,Kia-M78,16951182,3,DT00473,4/18/2018,04,Das Motors,,,,
BR2262,DLR0099,Inf-M79,13155981,3,DT00474,4/19/2018,04,Ramani Motors,,,,
BR2272,DLR0100,Nis-M80,1095368,2,DT00475,4/20/2018,04,Deccan Motors,,,,
BR2282,DLR0101,Nis-M81,27016929,3,DT00476,4/21/2018,04,Herald Motors,,,,
BR2292,DLR0102,Nis-M82,4087496,2,DT00477,4/22/2018,04,Zion Automobils,,,,
BR2302,DLR0107,Nis-M87,7707708,2,DT00478,4/23/2018,04,Atlantic Motor Company,,,,
BR2312,DLR0108,Nis-M88,20704056,3,DT00479,4/24/2018,04,2008 NRHP-listed,,,,
BR2322,DLR0109,Nis-M89,7346559,1,DT00480,4/25/2018,04,Blankinship Motor Company Building,,,,
BR2332,DLR0110,Riv-M90,5573732,1,DT00481,4/26/2018,04,Bohn Motor Company Automobile Dealership,,,,
BR2342,DLR0111,Riv-M91,3234890,1,DT00482,4/27/2018,04,Buick Automobile Company Building,,,,
BR2352,DLR0112,Sub-M92,2368511,1,DT00483,4/28/2018,04,Cadillac Automobile Company Building,,,,
BR2362,DLR0113,Sub-M93,19789761,3,DT00484,4/29/2018,04,Casa de cadillac,,,,
BR2372,DLR0115,Sub-M95,8710705,1,DT00485,4/30/2018,04,Cass Motor Sales,,,,
BR2382,DLR0116,Tes-M96,20377248,3,DT00486,5/1/2018,05,Claremore Auto Dealership,,,,
BR2392,DLR0117,Tes-M97,6013572,2,DT00487,5/2/2018,05,Clemens Automobile Company Building,,,,
BR2402,DLR0118,Tes-M98,4378700,1,DT00488,5/3/2018,05,Colman Automotive Building,,,,
BR2412,DLR0119,Lex-M99,3422245,1,DT00489,5/4/2018,05,H Street Playhouse,,,,
BR2422,DLR0120,Toy-M100,2674500,2,DT00490,5/5/2018,05,Howard Motor Company Building,,,,
BR2432,DLR0121,Toy-M101,2870595,3,DT00491,5/6/2018,05,Hupmobile Building,,,,
BR2442,DLR0122,Toy-M102,3197417,1,DT00492,5/7/2018,05,Jennings Ford Automobile Dealership,,,,
BR2452,DLR0123,Toy-M103,9049002,3,DT00493,5/8/2018,05,Jones Motor Company,,,,
BR2462,DLR0124,Toy-M104,2163135,1,DT00494,5/9/2018,05,Kindel Building,,,,
BR0003,DLR0125,Toy-M105,13198065,3,DT00495,5/10/2018,05,AC Cars Motors,,,,
BR0013,DLR0126,Toy-M106,2077165,1,DT00496,5/11/2018,05,Acura Motors,,,,
BR0023,DLR0127,Toy-M107,1478854,2,DT00497,5/12/2018,05,Aixam-Mega (including Arola) Motors,,,,
BR0033,DLR0128,Vol-M108,29113914,3,DT00498,5/13/2018,05,Alfa Romeo Motors,,,,
BR0043,DLR0129,Vol-M109,3149218,1,DT00499,5/14/2018,05,Alpine Motors,,,,
BR0053,DLR0130,Vol-M110,4232991,1,DT00500,5/15/2018,05,Alvis Motors,,,,
BR0063,DLR0133,Agr-M113,5253078,3,DT00501,5/16/2018,05,"AMC, Eagle Motors",,,,
BR0073,DLR0134,Che-M114,1660874,1,DT00502,5/17/2018,05,Anadol Motors,,,,
BR0083,DLR0135,Cit-M115,28942212,3,DT00503,5/18/2018,05,Ariel Motors,,,,
BR0093,DLR0136,Cit-M116,26456838,3,DT00504,5/19/2018,05,ARO Motors,,,,
BR0103,DLR0137,Fia-M117,12729795,3,DT00505,5/20/2018,05,Artega Motors,,,,
BR0113,DLR0139,For-M119,26421006,3,DT00506,5/21/2018,05,Asia Motors Motors,,,,
BR0123,DLR0140,Hon-M120,605475,3,DT00507,5/22/2018,05,Aston Martin Motors,,,,
BR0133,DLR0141,Mer-M121,19975950,2,DT00508,5/23/2018,05,Audi Motors,,,,
BR0143,DLR0143,Mer-M123,6220644,1,DT00509,5/24/2018,05,Autobianchi Motors,,,,
BR0153,DLR0144,Peu-M124,6062757,3,DT00510,5/25/2018,05,Auto-Union Motors,,,,
BR0163,DLR0145,Peu-M125,19590816,3,DT00511,5/26/2018,05,Auverland Motors,,,,
BR0173,DLR0147,Ren-M127,3706613,1,DT00512,5/27/2018,05,Bentley Motors,,,,
BR0183,DLR0148,Ren-M128,4556011,1,DT00513,5/28/2018,05,Bitter Motors,,,,
BR0193,DLR0151,Ren-M131,1575710,2,DT00514,5/29/2018,05,BMW Motors,,,,
BR0203,DLR0152,Ren-M132,2693650,1,DT00515,5/30/2018,05,Bond Motors,,,,
BR0213,DLR0153,Toy-M133,27271989,3,DT00516,5/31/2018,05,Borgward (including Goliath and Lloyd) Motors,,,,
BR0223,DLR0154,Toy-M134,1391762,1,DT00517,6/1/2018,06,Bristol Motors,,,,
BR0233,DLR0155,Vol-M135,7526731,1,DT00518,6/2/2018,06,British Leyland Motors,,,,
BR0243,DLR0157,Mar-M137,9992208,2,DT00519,6/3/2018,06,Austin-Healey Motors,,,,
BR0253,DLR0160,Mar-M140,3745426,2,DT00520,6/4/2018,06,"Austin, Rover Motors",,,,
BR0263,DLR0163,Mar-M143,8060510,2,DT00521,6/5/2018,06,Bugatti Motors,,,,
BR0273,DLR0164,Mar-M144,2475576,2,DT00522,6/6/2018,06,Buick Motors,,,,
BR0283,DLR0166,Mar-M146,29062869,3,DT00523,6/7/2018,06,Bytom Motors,,,,
BR0293,DLR0167,Mar-M147,11007280,2,DT00524,6/8/2018,06,Cadillac Motors,,,,
BR0303,DLR0169,Mar-M149,1021566,1,DT00525,6/9/2018,06,Caterham Motors,,,,
BR0313,DLR0171,Mar-M151,19991650,2,DT00526,6/10/2018,06,Checker Motors,,,,
BR0323,DLR0172,Mar-M152,6702328,2,DT00527,6/11/2018,06,Chevrolet Motors,,,,
BR0333,DLR0173,Hyu-M153,2300537,1,DT00528,6/12/2018,06,Chevrolet India Motors,,,,
BR0343,DLR0174,Hyu-M154,10005932,2,DT00529,6/13/2018,06,Chrysler Motors,,,,
BR0353,DLR0175,Hyu-M155,27412863,3,DT00530,6/14/2018,06,Chrysler Europe Motors,,,,
BR0363,DLR0176,Hyu-M156,7604313,1,DT00531,6/15/2018,06,Citroën Motors,,,,
BR0373,DLR0177,Hyu-M157,14791150,2,DT00532,6/16/2018,06,Cizeta-Moroder Motors,,,,
BR0383,DLR0178,Hyu-M158,14481660,3,DT00533,6/17/2018,06,Dacia Motors,,,,
BR0393,DLR0179,Hyu-M159,9612495,1,DT00534,6/18/2018,06,"Daewoo, Saehan, Chevrolet Korea Motors",,,,
BR0403,DLR0182,Hyu-M162,2224314,3,DT00535,6/19/2018,06,DAF Motors,,,,
BR0413,DLR0183,Hyu-M163,9965784,1,DT00536,6/20/2018,06,Daihatsu Motors,,,,
BR0423,DLR0184,Hyu-M164,23998932,3,DT00537,6/21/2018,06,Daimler Motors,,,,
BR0433,DLR0185,Mah-M165,2298772,1,DT00538,6/22/2018,06,Datsun Motors,,,,
BR0443,DLR0186,Mah-M166,20980833,3,DT00539,6/23/2018,06,Delahaye Motors,,,,
BR0453,DLR0187,Mah-M167,10059666,2,DT00540,6/24/2018,06,DeLorean Motors,,,,
BR0463,DLR0188,Mah-M168,5115269,1,DT00541,6/25/2018,06,DeSoto Motors,,,,
BR0473,DLR0189,Mah-M169,12791852,2,DT00542,6/26/2018,06,De Tomaso Motors,,,,
BR0483,DLR0190,Mah-M170,9632678,1,DT00543,6/27/2018,06,Dodge Motors,,,,
BR0493,DLR0191,Mah-M171,6380740,2,DT00544,6/28/2018,06,Donkervoort Motors,,,,
BR0503,DLR0192,Mah-M172,4347531,1,DT00545,6/29/2018,06,Edsel Motors,,,,
BR0513,DLR0193,Mah-M173,6271301,1,DT00546,6/30/2018,06,e.GO Mobile Motors,,,,
BR0523,DLR0196,Mah-M176,7236359,1,DT00547,7/1/2018,07,Eicher Polaris Motors,,,,
BR0533,DLR0199,Tat-M179,13747540,2,DT00548,7/2/2018,07,Elva Motors,,,,
BR0543,DLR0200,Tat-M180,4533032,1,DT00549,7/3/2018,07,Facel Vega Motors,,,,
BR0553,DLR0203,Tat-M183,5565960,1,DT00550,7/4/2018,07,Ferrari Motors,,,,
BR0563,DLR0204,Tat-M184,140515,1,DT00551,7/5/2018,07,Fiat Motors,,,,
BR0573,DLR0205,Tat-M185,2272794,3,DT00552,7/6/2018,07,Fiat do Brasil Motors,,,,
BR0583,DLR0207,Tat-M187,19756430,2,DT00553,7/7/2018,07,Fiat India Motors,,,,
BR0593,DLR0208,Tat-M188,9664767,3,DT00554,7/8/2018,07,"Fisker, Karma Motors",,,,
BR0603,DLR0209,Tat-M189,13389350,2,DT00555,7/9/2018,07,Ford America Motors,,,,
BR0613,DLR0210,Tat-M190,11038722,3,DT00556,7/10/2018,07,Ford Australia Motors,,,,
BR0623,DLR0212,Tat-M192,4061400,3,DT00557,7/11/2018,07,Ford do Brasil Motors,,,,
BR0633,DLR0213,Tat-M193,5594044,1,DT00558,7/12/2018,07,Ford Europe Motors,,,,
BR0643,DLR0214,Tat-M194,6429308,1,DT00559,7/13/2018,07,Ford India Motors,,,,
BR0653,DLR0215,Toy-M195,3163004,2,DT00560,7/14/2018,07,Freightliner Motors,,,,
BR0663,DLR0216,Toy-M196,4317585,1,DT00561,7/15/2018,07,FSO Motors,,,,
BR0673,DLR0217,Toy-M197,4961142,3,DT00562,7/16/2018,07,GAZ Motors,,,,
BR0683,DLR0218,Toy-M198,1994377,1,DT00563,7/17/2018,07,Geo Motors,,,,
BR0693,DLR0219,Toy-M199,7666706,1,DT00564,7/18/2018,07,Gilbern Motors,,,,
BR0703,DLR0222,Toy-M202,6200183,1,DT00565,7/19/2018,07,Ginetta Motors,,,,
BR0713,DLR0223,Toy-M203,10761116,2,DT00566,7/20/2018,07,Glas Motors,,,,
BR0723,DLR0224,Toy-M204,4376587,1,DT00567,7/21/2018,07,GMC Motors,,,,
BR0733,DLR0227,Ren-M207,6535383,3,DT00568,7/22/2018,07,GTA Spano Motors,,,,
BR0743,DLR0228,Ren-M208,20604021,3,DT00569,7/23/2018,07,Gumpert Motors,,,,
BR0753,DLR0229,Ren-M209,7758912,1,DT00570,7/24/2018,07,Healey Motors,,,,
BR0763,DLR0230,Ren-M210,12531735,3,DT00571,7/25/2018,07,Heinkel Motors,,,,
BR0773,DLR0231,Ren-M211,29018226,3,DT00572,7/26/2018,07,Hennessey Motors,,,,
BR0783,DLR0233,Kia-M213,13383333,3,DT00573,7/27/2018,07,Hillman Motors,,,,
BR0793,DLR0234,Kia-M214,6457305,1,DT00574,7/28/2018,07,Hindustan Motors,,,,
BR0803,DLR0235,Hon-M215,376922,2,DT00575,7/29/2018,07,Holden Motors,,,,
BR0813,DLR0237,Hon-M217,14099240,2,DT00576,7/30/2018,07,Honda Motors,,,,
BR0823,DLR0238,Hon-M218,8881946,2,DT00577,7/31/2018,07,Honda India Motors,,,,
BR0833,DLR0240,Hon-M220,14323572,3,DT00578,8/1/2018,08,Hudson Motors,,,,
BR0843,DLR0241,For-M221,9655398,2,DT00579,8/2/2018,08,Humber Motors,,,,
BR0853,DLR0242,For-M222,5683188,1,DT00580,8/3/2018,08,Hummer Motors,,,,
BR0863,DLR0243,For-M223,494316,3,DT00581,8/4/2018,08,Hyundai Motors,,,,
BR0873,DLR0244,For-M224,5601846,2,DT00582,8/5/2018,08,"IFA (including Trabant, Wartburg, Barkas) Motors",,,,
BR0883,DLR0246,For-M226,7885366,2,DT00583,8/6/2018,08,Infiniti Motors,,,,
BR0893,DLR0248,Aud-M228,9113729,1,DT00584,8/7/2018,08,Innocenti Motors,,,,
BR0903,DLR0249,Aud-M229,10410296,2,DT00585,8/8/2018,08,Invicta Motors,,,,
BR0913,DLR0250,Aud-M230,17499968,2,DT00586,8/9/2018,08,Isdera Motors,,,,
BR0923,DLR0251,Aud-M231,1712349,3,DT00587,8/10/2018,08,Iso Motors,,,,
BR0933,DLR0252,Aud-M232,1637522,1,DT00588,8/11/2018,08,Isotta Fraschini Motors,,,,
BR0943,DLR0253,Aud-M233,6462394,2,DT00589,8/12/2018,08,Isuzu Motors,,,,
BR0953,DLR0254,Aud-M234,16419144,2,DT00590,8/13/2018,08,Iveco Motors,,,,
BR0963,DLR0255,Aud-M235,24611535,3,DT00591,8/14/2018,08,Jaguar Motors,,,,
BR0973,DLR0256,Aud-M236,4502553,1,DT00592,8/15/2018,08,Jeep Motors,,,,
BR0983,DLR0257,Aud-M237,11745182,2,DT00593,8/16/2018,08,Jensen Motors,,,,
BR0993,DLR0258,Aud-M238,8968102,2,DT00594,8/17/2018,08,JPX Motors,,,,
BR1003,DLR0259,Aud-M239,18335968,2,DT00595,8/18/2018,08,Kia Motors,,,,
BR1013,DLR0260,Aud-M240,4947308,1,DT00596,8/19/2018,08,Koenigsegg Motors,,,,
BR1023,DLR0261,Aud-M241,405648,2,DT00597,8/20/2018,08,KTM Motors,,,,
BR1033,DLR0262,BMW-M242,4021521,1,DT00598,8/21/2018,08,Lada Motors,,,,
BR1043,DLR0266,BMW-M246,7605444,1,DT00599,8/22/2018,08,Lamborghini Motors,,,,
BR1053,DLR0001,BMW-M248,1631227,1,DT00600,8/23/2018,08,Lancia Motors,,,,
BR1063,DLR0002,BMW-M249,5486357,1,DT00601,8/24/2018,08,Land Rover Motors,,,,
BR1073,DLR0003,BMW-M250,5611611,3,DT00602,8/25/2018,08,Lexus Motors,,,,
BR1083,DLR0004,MG-M251,23622411,3,DT00603,8/26/2018,08,Ligier Motors,,,,
BR1093,DLR0006,Jee-M253,1324649,1,DT00604,8/27/2018,08,Lincoln Motors,,,,
BR1103,DLR0010,Vol-M257,4841665,1,DT00605,8/28/2018,08,Lotus Motors,,,,
BR1113,DLR0011,Vol-M258,7064261,1,DT00606,8/29/2018,08,LTI Motors,,,,
BR1123,DLR0012,Vol-M259,14467488,3,DT00607,8/30/2018,08,LuAZ Motors,,,,
BR1133,DLR0013,Vol-M260,1506321,3,DT00608,8/31/2018,08,Lynx Motors,,,,
BR1143,DLR0014,Nis-M261,5676322,1,DT00609,9/1/2018,09,Mahindra Motors,,,,
BR1153,DLR0015,Nis-M262,2263432,1,DT00610,9/2/2018,09,Marcos Motors,,,,
BR1163,DLR0017,Nis-M264,3681751,1,DT00611,9/3/2018,09,Marlin Motors,,,,
BR1173,DLR0018,Nis-M265,8758656,3,DT00612,9/4/2018,09,Maruti Motors,,,,
BR1183,DLR0019,Nis-M266,4239958,1,DT00613,9/5/2018,09,Maserati Motors,,,,
BR1193,DLR0020,Nis-M267,9009420,1,DT00614,9/6/2018,09,Mastretta Motors,,,,
BR1203,DLR0021,Nis-M268,27884529,3,DT00615,9/7/2018,09,"Matra (including Deutsch-Bonnet, René Bonnet) Motors",,,,
BR1213,DLR0022,Nis-M269,27655845,3,DT00616,9/8/2018,09,Mazda Motors,,,,
BR1223,DLR0023,Nis-M270,19756170,3,DT00617,9/9/2018,09,Mazzanti Motors,,,,
BR1233,DLR0024,Sko-M271,14183745,3,DT00618,9/10/2018,09,McLaren Motors,,,,
BR1243,DLR0025,Sko-M272,12823790,2,DT00619,9/11/2018,09,Mercedes-Benz (including Maybach) Motors,,,,
BR1253,DLR0026,Sko-M273,2542283,1,DT00620,9/12/2018,09,Mercury Motors,,,,
BR1263,DLR0029,Mit-M276,1712630,2,DT00621,9/13/2018,09,Merkur Motors,,,,
BR1273,DLR0030,Mit-M277,10085318,2,DT00622,9/14/2018,09,Messerschmitt Motors,,,,
BR1283,DLR0031,BMW-M1,1618930,2,DT00623,9/15/2018,09,Mia Motors,,,,
BR1293,DLR0033,BMW-M3,2382867,1,DT00624,9/16/2018,09,Micro Motors,,,,
BR1303,DLR0034,BMW-M4,28658523,3,DT00625,9/17/2018,09,Mini Motors,,,,
BR1313,DLR0037,Mer-M7,3368813,1,DT00626,9/18/2018,09,Mitsubishi Motors,,,,
BR1323,DLR0038,Mer-M8,28307304,3,DT00627,9/19/2018,09,Monica Motors,,,,
BR1333,DLR0039,Dod-M9,7543192,1,DT00628,9/20/2018,09,Monteverdi Motors,,,,
BR1343,DLR0040,Jee-M10,4731537,1,DT00629,9/21/2018,09,Morgan Motors,,,,
BR1353,DLR0041,Jee-M11,22310235,3,DT00630,9/22/2018,09,Moskwitch Motors,,,,
BR1363,DLR0042,Jee-M12,3272100,3,DT00631,9/23/2018,09,Nash Motors,,,,
BR1373,DLR0044,Ram-M14,3072957,1,DT00632,9/24/2018,09,Naza Motors,,,,
BR1383,DLR0045,Ram-M15,29809104,3,DT00633,9/25/2018,09,Nissan Motors,,,,
BR1393,DLR0048,For-M18,4341243,1,DT00634,9/26/2018,09,Nissan India Motors,,,,
BR1403,DLR0050,For-M20,27861795,3,DT00635,9/27/2018,09,Noble Motors,,,,
BR1413,DLR0051,For-M21,2186159,1,DT00636,9/28/2018,09,NSU Motors,,,,
BR1423,DLR0052,For-M22,6567519,1,DT00637,9/29/2018,09,Oldsmobile Motors,,,,
BR1433,DLR0057,Lin-M27,1589669,1,DT00638,9/30/2018,09,Oltcit Motors,,,,
BR1443,DLR0058,Lin-M28,8311743,3,DT00639,10/1/2018,10,Opel Motors,,,,
BR1453,DLR0059,Lin-M29,1241180,2,DT00640,10/2/2018,10,Packard Motors,,,,
BR1463,DLR0060,Lin-M30,14471634,2,DT00641,10/3/2018,10,Pagani Motors,,,,
BR1473,DLR0061,Bui-M31,23814543,3,DT00642,10/4/2018,10,Panhard Motors,,,,
BR1483,DLR0062,Cad-M32,736926,2,DT00643,10/5/2018,10,Panoz Motors,,,,
BR1493,DLR0063,Cad-M33,4857048,2,DT00644,10/6/2018,10,Panther Motors,,,,
BR1503,DLR0064,Cad-M34,19647284,2,DT00645,10/7/2018,10,Peel Motors,,,,
BR1513,DLR0065,Cad-M35,9810558,3,DT00646,10/8/2018,10,Perodua Motors,,,,
BR1523,DLR0067,Cad-M37,8193938,1,DT00647,10/9/2018,10,Peugeot Motors,,,,
BR1533,DLR0068,Cad-M38,8194514,2,DT00648,10/10/2018,10,PGO Motors,,,,
BR1543,DLR0070,Che-M40,1934226,3,DT00649,10/11/2018,10,Piaggio Motors,,,,
BR1553,DLR0071,Che-M41,12463830,3,DT00650,10/12/2018,10,Plymouth Motors,,,,
BR1563,DLR0072,Che-M42,1441488,1,DT00651,10/13/2018,10,Polestar Motors,,,,
BR1573,DLR0077,Che-M47,4916778,1,DT00652,10/14/2018,10,"Pontiac, Asüna Motors",,,,
BR1583,DLR0079,Che-M49,18310262,2,DT00653,10/15/2018,10,Porsche Motors,,,,
BR1593,DLR0081,Che-M51,4024362,3,DT00654,10/16/2018,10,Premier Motors,,,,
BR1603,DLR0082,GMC-M52,18880134,3,DT00655,10/17/2018,10,Proton Motors,,,,
BR1613,DLR0083,GMC-M53,9007548,3,DT00656,10/18/2018,10,Puma Motors,,,,
BR1623,DLR0085,GMC-M55,7543950,2,DT00657,10/19/2018,10,Ranger Motors,,,,
BR1633,DLR0086,GMC-M56,25855152,3,DT00658,10/20/2018,10,Reliant Motors,,,,
BR1643,DLR0087,GMC-M57,9643741,1,DT00659,10/21/2018,10,Renault Motors,,,,
BR1653,DLR0091,Acu-M61,513083,1,DT00660,10/22/2018,10,Rivian Motors,,,,
BR1663,DLR0093,Acu-M63,1167288,3,DT00661,10/23/2018,10,Rolls-Royce Motors,,,,
BR1673,DLR0095,Hon-M65,24008736,3,DT00662,10/24/2018,10,Saab Motors,,,,
BR1683,DLR0096,Hon-M66,6710574,2,DT00663,10/25/2018,10,SAIC Motor Motors,,,,
BR1693,DLR0097,Hon-M67,1064642,1,DT00664,10/26/2018,10,Saleen Motors,,,,
BR1703,DLR0098,Hon-M68,5410099,1,DT00665,10/27/2018,10,Samsung Motors,,,,
BR1713,DLR0100,Hon-M70,10601488,2,DT00666,10/28/2018,10,San Motors,,,,
BR1723,DLR0101,Hon-M71,7013124,1,DT00667,10/29/2018,10,Santa Matilde Motors,,,,
BR1733,DLR0104,Hyu-M74,5730373,1,DT00668,10/30/2018,10,Santana Motors,,,,
BR1743,DLR0106,Kia-M76,2718268,1,DT00669,10/31/2018,10,Saturn Motors,,,,
BR1753,DLR0107,Kia-M77,8914706,2,DT00670,11/1/2018,11,Scion Motors,,,,
BR1763,DLR0108,Kia-M78,2383197,1,DT00671,11/2/2018,11,Seat Motors,,,,
BR1773,DLR0109,Inf-M79,6511723,1,DT00672,11/3/2018,11,Shelby SuperCars Motors,,,,
BR1783,DLR0112,Nis-M82,3182328,1,DT00673,11/4/2018,11,Simca Motors,,,,
BR1793,DLR0116,Nis-M86,492495,1,DT00674,11/5/2018,11,Simca do Brasil Motors,,,,
BR1803,DLR0117,Nis-M87,7449370,2,DT00675,11/6/2018,11,Singer Motors,,,,
BR1813,DLR0119,Nis-M89,6403419,3,DT00676,11/7/2018,11,Skoda Motors,,,,
BR1823,DLR0121,Riv-M91,18009496,2,DT00677,11/8/2018,11,Smart Motors,,,,
BR1833,DLR0122,Sub-M92,17375382,3,DT00678,11/9/2018,11,Spyker Motors,,,,
BR1843,DLR0123,Sub-M93,279928,1,DT00679,11/10/2018,11,SsangYong Motors,,,,
BR1853,DLR0124,Sub-M94,2142415,1,DT00680,11/11/2018,11,Standard-Triumph Motors,,,,
BR1863,DLR0125,Sub-M95,21127932,3,DT00681,11/12/2018,11,Studebaker Motors,,,,
BR1873,DLR0126,Tes-M96,4992132,3,DT00682,11/13/2018,11,Subaru Motors,,,,
BR1883,DLR0127,Tes-M97,4960610,1,DT00683,11/14/2018,11,Sunbeam Motors,,,,
BR1893,DLR0128,Tes-M98,6627355,1,DT00684,11/15/2018,11,Suzuki Motors,,,,
BR1903,DLR0129,Lex-M99,4301122,2,DT00685,11/16/2018,11,Tata Motors,,,,
BR1913,DLR0130,Toy-M100,7205130,2,DT00686,11/17/2018,11,Tatra Motors,,,,
BR1923,DLR0132,Toy-M102,15300512,2,DT00687,11/18/2018,11,Tazzari Motors,,,,
BR1933,DLR0133,Toy-M103,12692734,2,DT00688,11/19/2018,11,Tesla Motors,,,,
BR1943,DLR0134,Toy-M104,16884642,3,DT00689,11/20/2018,11,Tornado Motors,,,,
BR1953,DLR0135,Toy-M105,18536784,3,DT00690,11/21/2018,11,Toyota Motors,,,,
BR1963,DLR0136,Toy-M106,5024274,1,DT00691,11/22/2018,11,Toyota India Motors,,,,
BR1973,DLR0137,Toy-M107,5313843,3,DT00692,11/23/2018,11,Turner Motors,,,,
BR1983,DLR0138,Vol-M108,28686045,3,DT00693,11/24/2018,11,TVR Motors,,,,
BR1993,DLR0139,Vol-M109,9892344,3,DT00694,11/25/2018,11,UAZ Motors,,,,
BR2003,DLR0140,Vol-M110,5292186,1,DT00695,11/26/2018,11,Vauxhall Motors,,,,
BR2013,DLR0141,Agr-M111,14333481,3,DT00696,11/27/2018,11,Venturi Motors,,,,
BR2023,DLR0143,Agr-M113,7167374,2,DT00697,11/28/2018,11,Volkswagen Motors,,,,
BR2033,DLR0144,Che-M114,18846993,3,DT00698,11/29/2018,11,Volkswagen do Brasil Motors,,,,
BR2043,DLR0146,Cit-M116,24282477,3,DT00699,11/30/2018,11,Volkswagen South Africa Motors,,,,
BR2053,DLR0147,Fia-M117,16986690,2,DT00700,12/1/2018,12,Volvo Motors,,,,
BR2063,DLR0149,For-M119,7740377,1,DT00701,12/2/2018,12,Westfield Motors,,,,
BR2073,DLR0151,Mer-M121,9142867,1,DT00702,12/3/2018,12,Wiesmann Motors,,,,
BR2083,DLR0152,Mer-M122,1841594,1,DT00703,12/4/2018,12,Zastava Motors,,,,
BR2093,DLR0153,Mer-M123,1880148,1,DT00704,12/5/2018,12,ZAZ Motors,,,,
BR2103,DLR0154,Peu-M124,8376690,1,DT00705,12/6/2018,12,ZIL Motors,,,,
BR2113,DLR0155,Peu-M125,1811252,2,DT00706,12/7/2018,12,Audi Motors,,,,
BR2123,DLR0156,Peu-M126,2947608,2,DT00707,12/8/2018,12,DKW Motors,,,,
BR2133,DLR0157,Ren-M127,18843345,3,DT00708,12/9/2018,12,Horch Motors,,,,
